"Estado","Sexo","Edad","Color","Años de estudio","Ingresos","Altura"
"Minas Gerais","Femenino","43","Blanco","11","1600","1.72"
"Minas Gerais","Masculino","33","Pardo","11","15000","1.7"
"Minas Gerais","Femenino","40","Blanco","15","1200","1.75"
"Maranhao","Femenino","34","Blanco","1","80","1.67"
"Amazonas","Masculino","45","Pardo","0","300","1.74"
"Pernambuco","Femenino","32","Pardo","8","800","1.74"
"Bahia","Masculino","30","Pardo","7","0","1.65"
"Piaui","Masculino","35","Pardo","11","800","1.81"
"Ceara","Masculino","47","Pardo","15","7000","1.74"
"Rondonia","Femenino","44","Pardo","5","900","1.62"
"Maranhao","Femenino","30","Negro","11","788","1.64"
"Rio Grande do Sul","Femenino","34","Blanco","15","5500","1.63"
"Minas Gerais","Masculino","26","Negro","4","700","1.65"
" Goias","Masculino","26","Pardo","11","1000","1.62"
"Rio Grande do Sul","Masculino","38","Blanco","11","2500","1.69"
" Goias","Masculino","70","Pardo","2","0","1.82"
"Rio de Janeiro","Masculino","71","Pardo","11","3000","1.79"
"Rio de Janeiro","Masculino","60","Negro","15","9500","1.7"
"Amazonas","Masculino","55","Pardo","11","788","1.68"
"Minas Gerais","Masculino","49","Negro","14","3500","1.58"
"Rio Grande do Sul","Masculino","31","Blanco","12","3000","1.7"
"Amapa","Masculino","68","Pardo","5","788","1.79"
"Bahia","Masculino","51","Pardo","4","1100","1.74"
"Piaui","Femenino","73","Blanco","0","0","1.69"
"Distrito Federal","Masculino","40","Blanco","15","7000","1.83"
"Amazonas","Femenino","58","Pardo","9","830","1.73"
"Mato Grosso do Sul","Femenino","51","Blanco","8","1000","1.6"
"Sao Paulo","Masculino","53","Pardo","3","1200","1.71"
"Para","Masculino","60","Pardo","5","2000","1.61"
"Tocantins","Masculino","65","Blanco","15","1600","1.75"
"Rio Grande do Sul","Masculino","59","Pardo","15","2600","1.82"
"Paraiba","Masculino","31","Pardo","5","788","1.65"
"Amazonas","Masculino","42","Pardo","2","788","1.74"
" Goias","Femenino","27","Pardo","10","1580","1.75"
"Mato Grosso","Masculino","26","Blanco","11","1200","1.63"
"Distrito Federal","Femenino","35","Pardo","8","788","1.68"
"Piaui","Masculino","44","Blanco","8","1500","1.7"
"Rio de Janeiro","Femenino","28","Blanco","11","1200","1.65"
"Sao Paulo","Masculino","53","Pardo","5","1200","1.62"
"Mato Grosso","Femenino","65","Pardo","11","700","1.68"
"Para","Masculino","56","Pardo","0","150","1.7"
"Sao Paulo","Masculino","31","Blanco","15","1200","1.76"
"Minas Gerais","Masculino","49","Blanco","11","1576","1.77"
"Rio de Janeiro","Masculino","36","Blanco","4","1200","1.75"
"Minas Gerais","Femenino","52","Blanco","4","912","1.64"
"Paraiba","Masculino","57","Negro","0","500","1.75"
"Sao Paulo","Masculino","58","Blanco","5","3000","1.73"
"Minas Gerais","Masculino","39","Pardo","6","1280","1.71"
"Bahia","Femenino","42","Pardo","3","0","1.67"
"Minas Gerais","Masculino","36","Blanco","11","4500","1.67"
"Pernambuco","Masculino","50","Blanco","11","3500","1.69"
"Rondonia","Masculino","61","Negro","4","1000","1.82"
"Piaui","Masculino","77","Pardo","0","0","1.72"
"Minas Gerais","Femenino","46","Pardo","11","788","1.69"
"Ceara","Masculino","38","Blanco","5","1030","1.6"
"Rio Grande do Sul","Masculino","40","Blanco","9","5000","1.7"
"Para","Masculino","62","Pardo","8","788","1.74"
"Rio Grande do Sul","Masculino","41","Blanco","15","10000","1.71"
"Rio Grande do Sul","Femenino","48","Blanco","11","1200","1.74"
"Parana","Masculino","65","Blanco","15","30000","1.58"
"Rio Grande do Sul","Masculino","36","Blanco","13","3000","1.66"
"Sao Paulo","Masculino","47","Blanco","8","5000","1.55"
"Bahia","Masculino","41","Pardo","11","1000","1.65"
"Pernambuco","Masculino","42","Pardo","6","788","1.63"
"Parana","Masculino","69","Blanco","11","2200","1.68"
"Amazonas","Masculino","42","Pardo","15","1500","1.73"
"Paraiba","Femenino","54","Pardo","1","120","1.72"
"Tocantins","Masculino","58","Pardo","0","660","1.8"
"Pernambuco","Masculino","20","Pardo","8","600","1.82"
"Para","Masculino","55","Pardo","2","1300","1.72"
"Para","Femenino","35","Pardo","15","2100","1.67"
"Parana","Masculino","37","Pardo","13","1600","1.7"
"Amazonas","Femenino","42","Pardo","10","1576","1.76"
"Sao Paulo","Femenino","31","Pardo","15","2200","1.68"
"Rondonia","Femenino","47","Negro","15","1800","1.74"
"Rio de Janeiro","Masculino","34","Blanco","5","1500","1.68"
"Amazonas","Masculino","47","Pardo","11","1120","1.74"
"Minas Gerais","Masculino","33","Negro","10","2900","1.69"
"Acres","Masculino","43","Pardo","7","1500","1.74"
"Alagoas","Masculino","23","Pardo","11","788","1.86"
"Amazonas","Masculino","29","Pardo","11","600","1.57"
"Rio Grande do Norte","Masculino","18","Pardo","4","1000","1.64"
"Alagoas","Masculino","64","Pardo","3","0","1.51"
"Tocantins","Femenino","63","Blanco","11","700","1.64"
"Ceara","Masculino","37","Pardo","6","1000","1.76"
"Mato Grosso","Masculino","42","Negro","15","2500","1.79"
"Alagoas","Femenino","64","Pardo","0","500","1.78"
"Pernambuco","Femenino","45","Pardo","11","788","1.66"
"Sao Paulo","Masculino","44","Pardo","11","1500","1.71"
"Santa Catarina","Femenino","43","Blanco","15","5000","1.68"
"Minas Gerais","Masculino","54","Blanco","15","5000","1.61"
"Piaui","Masculino","33","Negro","0","200","1.62"
"Rondonia","Masculino","55","Pardo","11","3500","1.74"
"Minas Gerais","Femenino","31","Pardo","11","987","1.73"
"Rio de Janeiro","Femenino","45","Blanco","11","788","1.73"
"Espirito Santo","Masculino","59","Negro","11","850","1.7"
"Rio Grande do Norte","Femenino","68","Blanco","10","788","1.53"
"Sao Paulo","Masculino","54","Blanco","11","1800","1.82"
"Rio de Janeiro","Femenino","37","Blanco","11","2000","1.76"
"Minas Gerais","Masculino","32","Blanco","12","2300","1.73"
"Parana","Masculino","58","Pardo","1","0","1.88"
"Parana","Femenino","47","Negro","11","2000","1.68"
"Bahia","Femenino","53","Negro","5","600","1.71"
"Bahia","Femenino","29","Negro","11","788","1.7"
"Rio Grande do Sul","Masculino","38","Blanco","4","1500","1.68"
" Goias","Femenino","43","Pardo","15","1851","1.85"
"Rio de Janeiro","Masculino","44","Pardo","15","4128","1.68"
"Sao Paulo","Femenino","26","Blanco","8","999","1.68"
"Para","Masculino","33","Pardo","11","2400","1.6"
"Parana","Masculino","61","Blanco","4","600","1.62"
"Minas Gerais","Femenino","48","Blanco","7","788","1.77"
"Paraiba","Femenino","60","Blanco","15","10000","1.69"
"Maranhao","Masculino","35","Pardo","11","900","1.65"
"Para","Masculino","37","Blanco","10","1200","1.75"
"Rio de Janeiro","Masculino","41","Pardo","12","1800","1.61"
"Piaui","Masculino","48","Blanco","4","1000","1.52"
"Rio Grande do Sul","Masculino","68","Pardo","5","2300","1.81"
"Mato Grosso","Masculino","37","Pardo","11","1500","1.72"
"Sao Paulo","Masculino","30","Negro","11","1500","1.76"
" Goias","Masculino","43","Pardo","15","2500","1.68"
"Rio Grande do Sul","Femenino","35","Blanco","8","800","1.62"
"Ceara","Masculino","49","Indigena","14","1500","1.8"
" Goias","Femenino","49","Pardo","8","788","1.69"
"Para","Femenino","48","Blanco","15","200","1.73"
"Minas Gerais","Femenino","77","Pardo","4","0","1.62"
"Sao Paulo","Femenino","39","Blanco","14","1200","1.65"
"Rio de Janeiro","Masculino","51","Blanco","8","900","1.81"
"Paraiba","Masculino","26","Pardo","8","1000","1.64"
"Espirito Santo","Masculino","50","Pardo","5","1800","1.72"
"Para","Masculino","34","Negro","11","2000","1.75"
"Pernambuco","Masculino","42","Pardo","5","1200","1.62"
"Rio de Janeiro","Masculino","46","Negro","0","1000","1.77"
"Maranhao","Femenino","33","Negro","2","100","1.74"
"Mato Grosso","Masculino","41","Blanco","8","3200","1.82"
"Sao Paulo","Masculino","57","Blanco","0","1200","1.64"
"Rio de Janeiro","Femenino","47","Blanco","15","7000","1.73"
"Minas Gerais","Masculino","43","Pardo","4","1000","1.71"
"Rio Grande do Sul","Masculino","52","Blanco","8","1000","1.76"
"Piaui","Masculino","70","Pardo","4","260","1.76"
"Espirito Santo","Masculino","52","Pardo","5","5000","1.63"
"Ceara","Masculino","30","Pardo","8","1400","1.85"
"Paraiba","Masculino","41","Blanco","15","6000","1.67"
"Sao Paulo","Femenino","32","Negro","11","850","1.8"
"Pernambuco","Masculino","87","Pardo","0","0","1.66"
"Amazonas","Masculino","45","Pardo","14","1800","1.72"
"Amapa","Femenino","43","Pardo","12","420","1.73"
"Bahia","Masculino","48","Blanco","15","6000","1.56"
"Parana","Masculino","75","Blanco","15","2000","1.84"
"Tocantins","Masculino","48","Blanco","0","580","1.77"
"Minas Gerais","Masculino","53","Blanco","15","1500","1.7"
"Alagoas","Masculino","53","Negro","6","1000","1.7"
"Bahia","Femenino","39","Blanco","7","788","1.72"
"Piaui","Masculino","57","Blanco","11","1500","1.72"
"Ceara","Masculino","50","Pardo","6","788","1.74"
"Rio Grande do Norte","Femenino","41","Pardo","12","2500","1.83"
"Bahia","Masculino","59","Pardo","9","300","1.61"
"Ceara","Masculino","55","Blanco","2","160","1.72"
"Rio Grande do Sul","Masculino","44","Blanco","12","5600","1.77"
"Acres","Masculino","50","Blanco","13","10550","1.79"
"Minas Gerais","Masculino","36","Blanco","11","1600","1.63"
"Mato Grosso do Sul","Masculino","44","Pardo","5","800","1.61"
"Pernambuco","Femenino","44","Pardo","11","788","1.76"
"Santa Catarina","Femenino","48","Blanco","11","788","1.54"
"Rio de Janeiro","Masculino","29","Blanco","12","1300","1.67"
"Distrito Federal","Masculino","62","Blanco","11","2360","1.67"
"Rio Grande do Sul","Masculino","31","Blanco","11","3500","1.73"
"Rio de Janeiro","Femenino","52","Blanco","6","788","1.86"
"Bahia","Femenino","40","Pardo","11","700","1.54"
"Sao Paulo","Masculino","26","Pardo","11","2000","1.79"
"Bahia","Masculino","47","Negro","4","1000","1.55"
"Bahia","Masculino","25","Negro","5","788","1.55"
" Goias","Femenino","53","Blanco","4","788","1.77"
"Rio Grande do Sul","Masculino","62","Indigena","0","0","1.81"
"Maranhao","Masculino","38","Pardo","3","1500","1.79"
"Parana","Masculino","35","Pardo","11","700","1.76"
"Para","Femenino","53","Pardo","3","50","1.8"
"Santa Catarina","Masculino","49","Blanco","11","2000","1.64"
"Mato Grosso","Masculino","25","Negro","0","1900","1.78"
"Maranhao","Masculino","58","Pardo","0","700","1.69"
"Rio de Janeiro","Masculino","48","Blanco","0","1700","1.73"
"Para","Masculino","39","Negro","3","1200","1.61"
" Goias","Femenino","51","Pardo","11","2500","1.81"
"Rio de Janeiro","Femenino","42","Blanco","6","900","1.75"
"Para","Masculino","48","Blanco","11","1200","1.77"
"Roraima","Masculino","24","Pardo","15","1200","1.75"
"Parana","Masculino","35","Blanco","10","2100","1.6"
"Rio Grande do Sul","Masculino","68","Blanco","10","4000","1.77"
"Mato Grosso","Masculino","26","Blanco","13","1200","1.85"
"Para","Femenino","52","Blanco","12","500","1.55"
"Mato Grosso","Femenino","52","Blanco","2","2200","1.67"
"Distrito Federal","Femenino","28","Blanco","8","1000","1.7"
"Para","Masculino","53","Pardo","2","500","1.54"
"Pernambuco","Masculino","52","Pardo","3","200","1.57"
"Bahia","Femenino","50","Blanco","11","800","1.69"
"Rondonia","Masculino","46","Blanco","15","600","1.76"
"Rio Grande do Sul","Femenino","44","Blanco","11","1500","1.74"
"Rio Grande do Norte","Masculino","65","Blanco","0","3000","1.7"
"Mato Grosso","Masculino","40","Pardo","11","2000","1.7"
"Maranhao","Masculino","47","Negro","12","1000","1.74"
"Espirito Santo","Masculino","36","Pardo","11","2000","1.61"
"Santa Catarina","Masculino","38","Blanco","8","1500","1.6"
"Rio de Janeiro","Femenino","37","Pardo","8","800","1.71"
"Rio Grande do Sul","Masculino","33","Blanco","11","3500","1.53"
"Rio de Janeiro","Femenino","58","Negro","11","1000","1.71"
"Sao Paulo","Masculino","60","Blanco","14","5000","1.74"
"Ceara","Masculino","35","Blanco","4","1200","1.76"
"Santa Catarina","Masculino","61","Blanco","4","900","1.53"
"Rio Grande do Sul","Masculino","63","Blanco","4","0","1.63"
"Rio de Janeiro","Masculino","32","Pardo","8","1200","1.72"
"Alagoas","Femenino","39","Pardo","7","400","1.77"
" Goias","Femenino","53","Blanco","15","3000","1.76"
"Paraiba","Femenino","41","Pardo","13","394","1.7"
"Rio de Janeiro","Masculino","35","Pardo","9","2400","1.72"
"Rio de Janeiro","Masculino","50","Pardo","11","1500","1.66"
"Distrito Federal","Masculino","35","Pardo","15","12000","1.72"
"Mato Grosso","Masculino","34","Pardo","8","1500","1.69"
"Pernambuco","Femenino","45","Pardo","6","788","1.56"
"Rio Grande do Sul","Masculino","23","Pardo","8","788","1.74"
"Sao Paulo","Masculino","27","Amarillo","11","800","1.77"
"Pernambuco","Masculino","66","Pardo","5","2000","1.55"
"Minas Gerais","Masculino","47","Blanco","3","5000","1.53"
" Goias","Masculino","43","Pardo","12","950","1.68"
"Sao Paulo","Masculino","50","Blanco","15","2000","1.69"
"Santa Catarina","Masculino","28","Blanco","11","2000","1.62"
"Tocantins","Masculino","26","Blanco","10","3500","1.76"
"Minas Gerais","Masculino","33","Pardo","11","0","1.67"
"Para","Masculino","41","Pardo","10","600","1.72"
"Bahia","Masculino","24","Negro","5","788","1.8"
"Minas Gerais","Masculino","54","Pardo","11","1980","1.64"
"Ceara","Femenino","49","Pardo","0","0","1.67"
"Espirito Santo","Femenino","30","Blanco","6","800","1.68"
"Rio de Janeiro","Femenino","37","Negro","11","400","1.68"
"Piaui","Femenino","62","Pardo","4","0","1.83"
"Rio Grande do Norte","Femenino","35","Blanco","11","800","1.78"
"Ceara","Masculino","39","Pardo","11","300","1.64"
"Tocantins","Masculino","74","Pardo","0","0","1.71"
"Pernambuco","Masculino","56","Pardo","7","1000","1.83"
"Rondonia","Femenino","47","Blanco","15","400","1.7"
"Mato Grosso","Masculino","46","Pardo","11","800","1.64"
"Minas Gerais","Femenino","44","Blanco","15","30000","1.75"
"Maranhao","Masculino","44","Pardo","1","1500","1.72"
"Santa Catarina","Femenino","48","Blanco","11","500","1.6"
"Sao Paulo","Masculino","50","Pardo","11","3000","1.77"
"Rio Grande do Sul","Femenino","39","Blanco","11","1100","1.71"
"Bahia","Masculino","59","Pardo","11","4200","1.62"
"Distrito Federal","Femenino","60","Blanco","6","2000","1.72"
"Rio de Janeiro","Masculino","33","Blanco","11","1800","1.77"
"Paraiba","Masculino","39","Pardo","6","788","1.81"
"Santa Catarina","Masculino","37","Blanco","11","1580","1.56"
"Ceara","Masculino","31","Pardo","11","1200","1.7"
"Mato Grosso do Sul","Femenino","42","Pardo","5","150","1.71"
"Pernambuco","Masculino","43","Blanco","11","600","1.77"
"Sao Paulo","Masculino","48","Blanco","11","1000","1.67"
"Espirito Santo","Masculino","38","Blanco","11","2100","1.7"
"Sergipe","Masculino","67","Blanco","11","980","1.62"
"Rio Grande do Sul","Masculino","64","Blanco","2","3500","1.84"
"Minas Gerais","Masculino","28","Pardo","10","1300","1.71"
"Sao Paulo","Masculino","40","Blanco","11","1300","1.75"
"Pernambuco","Femenino","58","Pardo","6","788","1.82"
"Sao Paulo","Masculino","34","Blanco","15","9000","1.84"
"Pernambuco","Femenino","58","Blanco","11","600","1.76"
"Minas Gerais","Masculino","31","Pardo","8","788","1.67"
"Maranhao","Masculino","42","Negro","11","1500","1.65"
"Bahia","Masculino","46","Pardo","10","1900","1.7"
"Alagoas","Masculino","37","Blanco","0","900","1.78"
"Rio Grande do Sul","Masculino","30","Blanco","15","5000","1.73"
"Ceara","Masculino","36","Pardo","11","1000","1.76"
"Rio de Janeiro","Femenino","59","Blanco","15","7000","1.71"
"Rio Grande do Norte","Femenino","22","Blanco","9","200","1.58"
"Para","Femenino","56","Pardo","11","900","1.76"
"Minas Gerais","Masculino","56","Blanco","4","788","1.59"
"Bahia","Masculino","43","Negro","11","788","1.82"
"Sao Paulo","Masculino","48","Negro","11","3000","1.69"
"Minas Gerais","Masculino","63","Pardo","4","788","1.79"
"Minas Gerais","Masculino","82","Pardo","3","0","1.7"
"Ceara","Femenino","27","Pardo","12","788","1.71"
"Rio Grande do Sul","Femenino","90","Blanco","4","0","1.64"
"Para","Femenino","51","Pardo","2","0","1.66"
"Maranhao","Femenino","32","Negro","5","0","1.6"
"Sao Paulo","Femenino","31","Blanco","12","1100","1.55"
"Pernambuco","Masculino","39","Pardo","0","1500","1.8"
"Rio de Janeiro","Masculino","57","Pardo","0","1900","1.7"
"Bahia","Masculino","52","Negro","5","400","1.65"
"Ceara","Masculino","26","Pardo","6","1000","1.67"
"Acres","Masculino","47","Pardo","8","1200","1.74"
"Rio Grande do Sul","Femenino","27","Blanco","8","900","1.6"
"Sao Paulo","Femenino","42","Indigena","4","1000","1.64"
"Mato Grosso","Masculino","53","Pardo","8","500","1.64"
"Sao Paulo","Masculino","66","Blanco","4","1000","1.73"
"Piaui","Masculino","29","Pardo","8","600","1.79"
"Sao Paulo","Femenino","46","Blanco","15","1500","1.61"
"Para","Masculino","53","Pardo","3","2800","1.7"
"Rio Grande do Sul","Masculino","43","Blanco","15","20000","1.74"
"Paraiba","Masculino","49","Pardo","5","650","1.64"
"Parana","Femenino","33","Pardo","0","974","1.63"
"Para","Masculino","56","Pardo","11","2500","1.6"
"Mato Grosso do Sul","Femenino","43","Negro","6","1590","1.65"
"Rio de Janeiro","Masculino","35","Pardo","4","1300","1.73"
"Parana","Femenino","46","Blanco","14","3000","1.69"
" Goias","Femenino","61","Pardo","8","600","1.68"
"Tocantins","Femenino","29","Pardo","11","788","1.69"
"Distrito Federal","Masculino","33","Blanco","15","14000","1.68"
"Bahia","Femenino","55","Pardo","11","788","1.71"
"Rio Grande do Sul","Masculino","28","Blanco","12","1500","1.78"
"Rondonia","Masculino","34","Blanco","7","800","1.77"
"Distrito Federal","Femenino","35","Pardo","11","1250","1.77"
"Rio Grande do Sul","Masculino","49","Blanco","11","6000","1.71"
"Rio Grande do Sul","Masculino","66","Blanco","12","15000","1.63"
"Sergipe","Masculino","27","Pardo","9","788","1.56"
"Sao Paulo","Masculino","67","Blanco","14","4400","1.67"
"Sao Paulo","Masculino","24","Blanco","10","1600","1.66"
"Sao Paulo","Masculino","26","Pardo","11","788","1.75"
"Santa Catarina","Masculino","46","Pardo","6","500","1.64"
"Sergipe","Masculino","32","Pardo","11","788","1.93"
"Sao Paulo","Femenino","25","Blanco","9","900","1.78"
"Sao Paulo","Femenino","50","Blanco","14","2200","1.66"
"Distrito Federal","Femenino","43","Blanco","11","1200","1.71"
"Rio Grande do Norte","Masculino","28","Blanco","11","300","1.85"
"Rio Grande do Sul","Masculino","53","Negro","15","4000","1.89"
"Rio Grande do Sul","Femenino","46","Blanco","8","580","1.7"
"Maranhao","Masculino","61","Blanco","15","6000","1.7"
"Minas Gerais","Masculino","30","Blanco","15","4000","1.79"
"Roraima","Femenino","40","Amarillo","13","3000","1.75"
"Piaui","Femenino","20","Blanco","13","1200","1.72"
"Parana","Masculino","34","Blanco","8","1500","1.53"
"Minas Gerais","Masculino","42","Pardo","1","1400","1.62"
"Maranhao","Masculino","61","Pardo","11","120","1.69"
"Para","Femenino","44","Pardo","3","1200","1.59"
"Mato Grosso","Masculino","49","Pardo","9","3000","1.79"
"Rio Grande do Norte","Masculino","27","Blanco","11","788","1.79"
"Minas Gerais","Femenino","35","Blanco","15","2300","1.76"
"Pernambuco","Masculino","42","Blanco","11","1500","1.7"
"Minas Gerais","Masculino","48","Negro","3","240","1.66"
"Para","Masculino","36","Blanco","1","300","1.74"
"Piaui","Femenino","35","Pardo","15","1500","1.77"
"Ceara","Masculino","38","Negro","11","2500","1.6"
"Sao Paulo","Masculino","45","Blanco","6","5335","1.75"
"Espirito Santo","Femenino","34","Blanco","11","800","1.65"
"Sao Paulo","Masculino","56","Blanco","11","1200","1.57"
"Sao Paulo","Masculino","37","Blanco","6","2200","1.68"
"Minas Gerais","Masculino","66","Blanco","4","5000","1.61"
" Goias","Masculino","35","Pardo","8","1800","1.82"
"Pernambuco","Masculino","50","Blanco","3","2500","1.67"
"Pernambuco","Masculino","49","Pardo","0","900","1.55"
"Distrito Federal","Masculino","34","Blanco","11","1500","1.79"
"Santa Catarina","Masculino","31","Negro","4","2160","1.59"
"Rio de Janeiro","Masculino","47","Pardo","15","1500","1.68"
"Sao Paulo","Masculino","50","Pardo","8","1500","1.83"
"Bahia","Masculino","55","Pardo","0","35","1.68"
"Parana","Masculino","56","Blanco","3","850","1.52"
"Minas Gerais","Masculino","36","Pardo","15","788","1.74"
"Santa Catarina","Masculino","32","Blanco","11","1800","1.65"
"Bahia","Masculino","44","Pardo","4","700","1.8"
" Goias","Femenino","29","Negro","11","788","1.67"
"Rondonia","Femenino","51","Pardo","11","1500","1.59"
"Bahia","Masculino","53","Pardo","11","10000","1.71"
"Roraima","Masculino","36","Negro","15","1500","1.7"
"Minas Gerais","Masculino","24","Pardo","5","810","1.76"
"Amazonas","Masculino","66","Pardo","6","600","1.75"
"Rio Grande do Sul","Masculino","58","Blanco","4","1200","1.59"
"Pernambuco","Masculino","54","Pardo","0","0","1.69"
"Santa Catarina","Masculino","42","Blanco","4","500","1.64"
"Amazonas","Masculino","44","Pardo","11","2000","1.73"
"Sao Paulo","Femenino","36","Blanco","11","2500","1.63"
"Maranhao","Masculino","62","Pardo","1","130","1.59"
"Parana","Masculino","47","Blanco","3","1200","1.67"
"Bahia","Masculino","37","Pardo","15","1250","1.75"
"Minas Gerais","Masculino","55","Blanco","5","4000","1.64"
"Minas Gerais","Masculino","44","Negro","8","1800","1.72"
"Rio de Janeiro","Masculino","35","Negro","9","953","1.73"
"Parana","Masculino","60","Blanco","11","3500","1.64"
"Sergipe","Masculino","43","Pardo","0","300","1.63"
"Santa Catarina","Masculino","58","Blanco","15","2100","1.73"
"Rondonia","Masculino","61","Pardo","1","500","1.67"
"Rio Grande do Sul","Femenino","21","Blanco","9","800","1.77"
"Ceara","Masculino","48","Pardo","1","800","1.6"
"Ceara","Femenino","49","Amarillo","12","1576","1.53"
"Rio Grande do Sul","Masculino","36","Blanco","15","2200","1.63"
"Para","Masculino","55","Pardo","2","1200","1.77"
"Piaui","Femenino","51","Blanco","5","0","1.71"
"Ceara","Masculino","65","Negro","11","788","1.65"
"Sao Paulo","Femenino","63","Pardo","7","200","1.65"
"Tocantins","Masculino","23","Negro","9","800","1.65"
"Parana","Masculino","59","Blanco","15","8000","1.68"
"Sergipe","Masculino","32","Blanco","15","4650","1.68"
"Parana","Masculino","33","Blanco","9","1900","1.74"
"Sergipe","Femenino","35","Blanco","8","100","1.57"
"Roraima","Femenino","39","Pardo","11","1000","1.65"
"Piaui","Femenino","41","Pardo","11","100","1.71"
"Rio Grande do Sul","Masculino","74","Blanco","0","0","1.66"
"Rio Grande do Sul","Femenino","30","Blanco","15","4100","1.58"
"Mato Grosso","Masculino","54","Pardo","5","35000","1.66"
" Goias","Masculino","21","Blanco","10","1200","1.75"
"Rio Grande do Sul","Masculino","45","Negro","15","2300","1.67"
"Ceara","Masculino","69","Pardo","0","800","1.71"
"Minas Gerais","Femenino","55","Pardo","6","200","1.82"
"Rondonia","Femenino","43","Pardo","6","1100","1.81"
"Paraiba","Femenino","43","Pardo","3","0","1.71"
"Piaui","Femenino","30","Pardo","11","788","1.82"
"Espirito Santo","Masculino","48","Blanco","12","1200","1.73"
"Rondonia","Femenino","47","Negro","8","1000","1.77"
"Piaui","Masculino","65","Blanco","4","200","1.73"
"Maranhao","Masculino","46","Pardo","0","0","1.67"
"Parana","Femenino","53","Blanco","11","1500","1.57"
" Goias","Masculino","32","Pardo","11","1800","1.69"
"Minas Gerais","Femenino","29","Pardo","15","4000","1.7"
"Santa Catarina","Masculino","42","Blanco","7","800","1.76"
"Sao Paulo","Femenino","48","Blanco","5","1800","1.61"
"Rio Grande do Sul","Masculino","43","Blanco","11","2700","1.51"
"Bahia","Femenino","46","Negro","8","1009","1.69"
"Pernambuco","Masculino","59","Blanco","15","3000","1.72"
"Sao Paulo","Masculino","45","Pardo","15","6000","1.65"
"Ceara","Femenino","28","Negro","8","820","1.61"
"Rio Grande do Sul","Masculino","44","Blanco","15","3000","1.63"
"Sao Paulo","Masculino","19","Negro","9","1000","1.85"
"Rio de Janeiro","Femenino","40","Blanco","11","1100","1.73"
"Sao Paulo","Masculino","40","Blanco","11","1800","1.64"
"Ceara","Femenino","37","Blanco","15","4000","1.71"
"Pernambuco","Femenino","64","Blanco","15","7000","1.62"
"Paraiba","Masculino","50","Pardo","11","789","1.73"
"Parana","Femenino","35","Pardo","11","1200","1.57"
" Goias","Femenino","62","Blanco","6","1100","1.72"
"Amazonas","Masculino","30","Pardo","11","1400","1.71"
"Amazonas","Masculino","39","Pardo","4","300","1.7"
"Bahia","Femenino","38","Blanco","11","788","1.59"
"Rio de Janeiro","Masculino","20","Pardo","7","1200","1.6"
"Para","Masculino","51","Blanco","2","1200","1.68"
"Sao Paulo","Masculino","55","Pardo","8","1500","1.83"
"Minas Gerais","Masculino","63","Negro","5","1300","1.64"
"Sao Paulo","Femenino","55","Blanco","8","1000","1.62"
"Minas Gerais","Masculino","31","Pardo","8","1576","1.63"
"Sao Paulo","Masculino","30","Pardo","12","1300","1.7"
"Pernambuco","Masculino","60","Pardo","15","9400","1.85"
"Mato Grosso","Masculino","37","Negro","11","1500","1.76"
"Sergipe","Masculino","35","Pardo","5","750","1.83"
"Para","Femenino","58","Pardo","11","300","1.53"
"Sao Paulo","Femenino","51","Blanco","11","2000","1.75"
"Sao Paulo","Femenino","52","Blanco","6","1200","1.66"
"Rio de Janeiro","Masculino","61","Blanco","5","1500","1.71"
"Ceara","Masculino","35","Blanco","11","789","1.63"
"Bahia","Femenino","58","Pardo","11","788","1.62"
"Bahia","Masculino","53","Pardo","11","2000","1.61"
"Parana","Masculino","51","Blanco","11","4000","1.79"
"Minas Gerais","Masculino","25","Pardo","7","2000","1.7"
"Rio de Janeiro","Femenino","30","Pardo","11","1100","1.61"
"Rio Grande do Sul","Masculino","41","Blanco","5","1600","1.67"
"Maranhao","Femenino","45","Negro","0","280","1.94"
"Distrito Federal","Masculino","59","Pardo","4","3000","1.74"
"Maranhao","Femenino","44","Blanco","8","300","1.49"
"Minas Gerais","Masculino","45","Blanco","11","8000","1.83"
"Pernambuco","Femenino","35","Pardo","11","788","1.79"
"Rio de Janeiro","Femenino","42","Blanco","0","980","1.75"
"Rio de Janeiro","Femenino","52","Blanco","15","1800","1.68"
"Distrito Federal","Femenino","27","Negro","11","800","1.71"
"Pernambuco","Masculino","27","Blanco","5","1000","1.48"
"Minas Gerais","Femenino","58","Pardo","2","395","1.62"
"Rio Grande do Sul","Masculino","43","Blanco","15","10000","1.69"
"Bahia","Masculino","58","Pardo","4","0","1.71"
"Bahia","Masculino","40","Pardo","0","580","1.78"
"Rio de Janeiro","Femenino","52","Pardo","5","800","1.7"
"Para","Masculino","48","Blanco","5","400","1.83"
"Bahia","Masculino","21","Pardo","11","400","1.7"
"Minas Gerais","Masculino","32","Negro","5","1200","1.81"
"Rio de Janeiro","Masculino","46","Pardo","5","2500","1.62"
"Parana","Masculino","38","Blanco","11","1500","1.66"
"Sao Paulo","Masculino","42","Pardo","8","1500","1.77"
"Tocantins","Masculino","25","Pardo","6","2500","1.73"
"Maranhao","Femenino","42","Pardo","15","5400","1.62"
"Rondonia","Masculino","34","Blanco","11","8000","1.77"
"Rondonia","Masculino","37","Pardo","8","1500","1.7"
"Rondonia","Masculino","32","Pardo","15","2300","1.69"
"Para","Masculino","42","Pardo","8","700","1.65"
"Bahia","Masculino","38","Negro","9","1016","1.58"
